source_url	parsed_url
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/c73c7f7/2147483647/legacy_thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/27ede68/2147483647/legacy_thumbnail/72x72/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-114x114.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/faq
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy#california
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/space
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/results/
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/safari-pinned-tab.svg
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/59ee5a3/2147483647/legacy_thumbnail/114x114/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/WomenRule
https://www.politico.com/tipsheets/morning-money	https://www.politico.com//_logout?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_logout&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cybersecurity
https://www.politico.com/tipsheets/morning-money	http://www.powerjobs.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/california
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2021/05/24/wall-street-ceos-in-the-dock-this-week-795486
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/pro-canada
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-york
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/transportation
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/playbook-pm
https://www.politico.com/tipsheets/morning-money	https://cd.politicopro.com/member/51659
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/write-for-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/05/27/bush-trump-texas-attorney-general-491131
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/facebook/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2Srwg41&amp;pubid=politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/manifest.json
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/act-on-the-news?cid=promkt_20q1_corenews_act_money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/energy-and-environment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#bbdaccdedacddec9fbcbd4d7d2cfd2d8d495d8d4d6
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/west-wing-playbook
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/press/about
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cartoon-carousel
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/congress
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/rich-lowry
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/android-chrome-192x192.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/sustainability
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/fourth-estate
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events
https://www.politico.com/tipsheets/morning-money	https://cd.politicopro.com/member/140963
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/playbook
https://www.politico.com/tipsheets/morning-money	https://twitter.com/politico
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/article/us-usa-economy-mortgages/u-s-mortgage-applications-tick-down-as-refinance-activity-declines-mba-idUSKCN2D719N
https://www.politico.com/tipsheets/morning-money	https://www.instagram.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2021-05-26/elizabeth-warren-labels-jamie-dimon-star-of-the-overdraft-show?srnd=premium&amp;sref=p6AmiyaF
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2021/05/21/welcome-to-the-reckoning-795467
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2021/05/27/infrastructure-talks-to-continue-for-a-bit-795590
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/careers
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/politics
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/bd69088/2147483647/legacy_thumbnail/144x144/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/series/states/the-fifty
https://www.politico.com/tipsheets/morning-money	http://twitter.com/AubreeEWeaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/05/26/biden-extend-infrastructure-talks-491087
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/terms
https://www.politico.com/tipsheets/morning-money	https://youtu.be/cqLfAxl5pG4
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/aubree-eliza-weaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/05/27/trump-payroll-tax-deferral-491017
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2021/05/25/corporate-america-grapples-with-george-floyd-legacy-795521
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/trade
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2021-05-26/bank-ceos-take-punches-from-democrats-warnings-from-republicans?srnd=premium&amp;sref=CT7vCc9I
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/technology
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/vaccinerace
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/05/27/nevada-gop-proud-boys-491138
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/dow-jones-industrial-average-celebrates-125-years-as-wall-streets-bellwether-11622001661?mod=markets_lead_pos6
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscribe/breaking-news-alerts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money?tab=most-read
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/florida
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/ben-white
https://www.politico.com/tipsheets/morning-money	https://www.politico.com//_login?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_login&amp;logout=%2F_logout&amp;lRedirect=true&amp;sRedirect=%2Fsettings&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/the-recast?cid=mkt_intel_nl
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/legal/litigation/us-sec-considering-new-rules-tackle-risky-spacs-chief-tells-congress-2021-05-26/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-72x72.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	https://apnews.com/article/lifestyle-health-coronavirus-pandemic-government-and-politics-business-6f6a98295474d8ff5a01e0a6c7138ba2
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/previous
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-144x144.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/05/26/warren-overdraft-crackdown-dimon-491020
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#0466736c6d706144746b686d706d676b2a676b69
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://regex101.com/	https://regex101.com/static/assets/favicon-32x32.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-72x72.png
https://regex101.com/	https://regex101.com/static/quickref.6d12f82e9b23fa665c6c.chunk.js
https://regex101.com/	https://regex101.com/library
https://regex101.com/	https://regex101.com/debugger
https://regex101.com/	https://regex101.com/codegen?language=php
https://regex101.com/	https://github.com/sponsors/firasdib
https://regex101.com/	https://fonts.googleapis.com/css2?family=Open+Sans:ital,wght@0,300;0,400;0,600;0,700;1,400&family=Source+Code+Pro:wght@400;500;700&display=swap
https://regex101.com/	https://regex101.com
https://regex101.com/	https://www.paypal.com/cgi-bin/webscr?cmd=_donations&amp;business=firas%2edib%40gmail%2ecom&amp;lc=US&amp;item_name=Regex101&amp;no_note=0&amp;currency_code=USD&amp;bn=PP%2dDonationsBF%3abtn_donate_SM%2egif%3aNonHostedGuest
https://regex101.com/	https://regex101.com/static/assets/apple-icon-60x60.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-144x144.png
https://regex101.com/	https://github.com/firasdib/Regex101/wiki
https://regex101.com/	https://regex101.com/static/bundle.223245fe4ce25b3bc2ea.css
https://regex101.com/	mailto:contact@regex101.com
https://regex101.com/	https://regex101.com/static/assets/apple-icon-76x76.png
https://regex101.com/	http://browsehappy.com/
https://regex101.com/	https://fonts.gstatic.com
https://regex101.com/	https://regex101.com/static/assets/apple-icon-120x120.png
https://regex101.com/	https://regex101.com/static/4.a0700f24d468995b2fe3.css
https://regex101.com/	https://regex101.com/quiz
https://regex101.com/	https://regex101.com/static/assets/android-icon-192x192.png
https://regex101.com/	https://regex101.com/settings
https://regex101.com/	https://regex101.com/static/assets/apple-icon-114x114.png
https://regex101.com/	https://regex101.com/static/assets/manifest.webmanifest
https://regex101.com/	https://twitter.com/regex101
https://regex101.com/	https://regex101.com/static/assets/favicon-96x96.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-180x180.png
https://regex101.com/	https://regex101.com/static/assets/favicon-16x16.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-152x152.png
https://regex101.com/	https://regex101.com/static/assets/favicon.ico
https://regex101.com/	https://www.moovweb.com/?utm_medium=sponsorship%20utm_source=regex%20utm_campaign=101
https://regex101.com/	https://regex101.com/static/assets/apple-icon-57x57.png
https://regex101.com/	https://regex101.com/static/assets/changelog.txt
https://regex101.com/	https://regex101.com/account
https://regex101.com/	https://web.libera.chat/?nick=re101-guest-?&amp;chan=#regex
https://regex101.com/	http://enable-javascript.com/
https://regex101.com/	https://github.com/firasdib/Regex101/issues
https://regex101.com/	https://regex101.com/
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/these-are-fox-news-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_oGZ7OLJDM4FApNs8xyoZMUIkjUZCXrNP16OA9NXAcMA.css
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-has-gone-all-supporting-state-gop-voter-suppression-bills
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/guns-public-safety
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/buoyed-bidens-climate-summit-broadcast-and-cable-tv-networks-provided-strong
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/?page=1
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-face-fox-news
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/kamala-harris/right-wing-media-turn-anti-abortion-attacks-against-kamala-harris
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/these-are-laura-ingrahams-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/sinclair-broadcast-group/sinclair-anchor-directed-bigoted-question-muslim-candidate-his-station
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/cnns-cuomo-problem-just-keeps-getting-worse
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://www.mediamatters.org/#youtube
https://www.mediamatters.org/	https://www.mediamatters.org/cable-news/corporate-tv-news-coverage-colonial-pipeline-cyberattack-failed-mention-its-historic
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/news-analysis
https://www.mediamatters.org/	https://www.mediamatters.org/#tumblr
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-loaded-gun-aimed-american-democracy
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.mediamatters.org/#video
https://www.mediamatters.org/	https://www.mediamatters.org/lgbtq
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/youtube-banned-lifesitenews-covid-19-and-vaccine-disinformation-same-lies-are-all-over
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/republican-leader-claims-no-one-questioning-election-tucker-carlson-and-mollie-hemingway
https://www.mediamatters.org/	https://www.mediamatters.org/january-6-insurrection/fox-news-spin-against-january-6-commission-further-proof-why-we-need-one
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/these-are-tucker-carlsons-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/60-minutes-segment-trans-health-care-becomes-ammo-right-wing-media-attacks
https://www.mediamatters.org/	https://www.mediamatters.org/one-america-news-network/one-america-news-racist-falsehoods-undermine-directvs-appeals-racial
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_5LSecydXHB7CiNIQ5yNuQ35YHHppvhfMiKkv7_k8gqg.css
https://www.mediamatters.org/	https://www.mediamatters.org/liz-cheney/obscuring-what-liz-cheney-debate-about-fox-news-choosing-trumpian-authoritarianism-over
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/brian-kilmeade/fox-friends-ticking-time-bomb-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/media-matters-glaad-human-rights-campaign-and-naral-react-facebooks-permanent-ban
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/right-wing-ministry-continues-use-facebook-dispense-deadly-covid-19-and
https://www.mediamatters.org/	https://www.mediamatters.org/sinclair-broadcast-group/sinclair-broadcast-group-report-people-act-whitewashed-gops-nationwide
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/right-wing-media-manipulate-facts-downplay-sheikh-jarrah-evictions-palestinian-families
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-pitch-advertisers-was-dishonest-its-programming
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/facebooks-chaotic-policy-announcements-are-self-serving-and-confusing
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/new-open-letter-diverse-coalition-organizations-urges-media-buyers-not-buy-ads-fox-news
https://www.mediamatters.org/	https://www.mediamatters.org/sinclair-broadcast-group/sinclair-reporting-misleadingly-portrays-federal-efforts-limit-gun
https://www.mediamatters.org/	https://www.mediamatters.org/?page=0
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/how-broadcast-tv-networks-covered-climate-change-2020
https://www.mediamatters.org/	https://www.mediamatters.org/studies
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/right-wing-media-ecosystem-has-dominated-national-immigration-narrative
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/media-matters-dropfox-ad-adweek-warning-if-you-sponsor-fox-news-your-brand-danger
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-contributor-helping-trump-write-gops-2022-policy-agenda
https://www.mediamatters.org/	https://www.mediamatters.org/tiktok/tiktok-banned-mlms-six-months-ago-predatory-schemes-are-still-thriving-platform
https://www.mediamatters.org/	https://www.mediamatters.org/#arrow
https://www.mediamatters.org/	https://mediamattersforamerica.tumblr.com/
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-has-aired-more-segments-trans-athletes-so-far-2021-it-did-last-two-years-combined
https://www.mediamatters.org/	https://www.mediamatters.org/lachlan-murdoch/fox-news-boss-lachlan-murdoch-supports-tucker-carlsons-misinformation-against-covid
https://www.mediamatters.org/	https://www.mediamatters.org/nratv/nratv-now-finished-here-are-bigotry-lies-and-hatred-nra-tolerated-years
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/these-are-sean-hannitys-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/how-broadcast-tv-news-covered-environmental-justice-over-past-four-years
https://www.mediamatters.org/	https://www.mediamatters.org/take-action
https://www.mediamatters.org/	https://www.mediamatters.org/#article
https://www.mediamatters.org/	https://www.mediamatters.org/jeanine-pirro/these-are-jeanine-pirros-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-attempts-rehabilitate-its-ratings-returning-tirades-against-abortion
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/white-nationalists-praise-tucker-carlsons-full-embrace-their-replacement-conspiracy
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_vUt0GK4OfEXUi5i0VJuEV9nf8bDJwmJWZVb1Ca5G1yM.css
https://www.mediamatters.org/	https://www.mediamatters.org/one-america-news-network/oan-host-youll-probably-end-jail-if-you-shoot-homeless-person-even-though
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-returns-fox-news-advertisers-are-staying-away
https://www.mediamatters.org/	https://www.mediamatters.org/one-america-news-network/oans-shady-involvement-conspiracy-theory-based-arizona-election-audit
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/laura-ingraham/will-climate-lockdowns-be-foxs-next-bonkers-conspiracy-theory
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/anti-trans-bills-are-tearing-right-inside
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/every-fox-news-advertiser-bears-responsibility-tucker-carlsons-bigoted-replacement-theory
https://www.mediamatters.org/	https://www.mediamatters.org/black-lives-matter/fox-news-has-attacked-black-lives-matter-over-400-times-6-month-period
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/archives
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/after-being-fired-cnn-racist-comments-rick-santorum-retreats-fox-news-friendly-interview
https://www.mediamatters.org/	https://www.mediamatters.org/#search
https://www.mediamatters.org/	https://www.mediamatters.org/qanon-conspiracy-theory/rep-kat-cammack-appeared-qanon-program-and-asked-viewers-follow-her-social
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-uses-obscure-outrages-and-local-oddities-fuel-its-culture-wars
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/heres-how-you-can-take-action-hold-tucker-carlson-accountable
https://www.mediamatters.org/	https://www.mediamatters.org/local-news/florida-print-media-rarely-spoke-transgender-people-reporting-bill-banning-trans
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://www.mediamatters.org/diversity-discrimination/fox-news-fearmongering-about-critical-race-theory-all-about-midterm
https://www.mediamatters.org/	https://fonts.googleapis.com/css?family=Barlow:400,400i,600,600i,700,700i
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-disingenuously-blames-rising-crime-police-reform-efforts
https://www.mediamatters.org/	https://www.mediamatters.org/lachlan-murdoch/lachlan-murdoch-continues-lie-advertising-industry
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://www.mediamatters.org/2020-supreme-court-vacancy/dont-believe-right-wing-media-overturning-roe-v-wade-big-deal
https://www.mediamatters.org/	https://www.mediamatters.org/sinclair-broadcast-group/sinclair-broadcast-group-guest-uses-antisemitic-language-attack
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/cable-news-fails-cover-gun-violence-public-health-crisis-it
https://www.mediamatters.org/	https://www.mediamatters.org/contact-us
